tenure_in_months,number_of_referrals,total_revenue,contract,offer,online_security,premium_tech_support,device_protection_plan,customer_status
21,0,2028.39,Month-to-Month,Offer D,Yes,No,No,Stayed
24,6,1750.06,Month-to-Month,None,Yes,No,Yes,Stayed
67,1,8317.5,One Year,None,No,No,No,Stayed
10,0,908.0,Month-to-Month,None,Yes,No,No,Stayed
8,0,888.84,Month-to-Month,Offer E,No,No,No,Stayed
6,0,275.39,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
21,0,2309.76,Month-to-Month,None,No,No,No,Churned
65,2,2467.15,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
72,4,9298.85,Two Year,Offer A,No,No,No,Stayed
66,0,7717.99,Two Year,Offer A,Yes,Yes,Yes,Stayed
66,1,7611.72,Two Year,Offer A,Yes,Yes,Yes,Stayed
47,0,5671.38,One Year,None,No,No,Yes,Stayed
4,0,191.91,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
21,0,976.6,Two Year,Offer D,No Internet,No Internet,No Internet,Stayed
25,7,2725.25,Month-to-Month,None,No,No,Yes,Stayed
24,0,3144.87,Month-to-Month,None,No,No,No,Churned
72,5,3170.32,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
36,0,4242.43,Month-to-Month,None,No,No,No,Stayed
49,8,1838.15,Month-to-Month,Offer B,Yes,No,No,Stayed
1,0,33.77,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
18,3,1796.37,Month-to-Month,None,Yes,Yes,Yes,Stayed
15,7,1642.5,Month-to-Month,None,Yes,No,No,Stayed
8,1,675.67,Month-to-Month,None,Yes,No,No,Churned
8,1,1046.17,Month-to-Month,Offer E,No,No,No,Stayed
54,0,3774.44,One Year,Offer B,No,Yes,Yes,Stayed
42,1,3225.32,One Year,Offer B,Yes,No,No,Stayed
13,5,789.97,Two Year,None,No Internet,No Internet,No Internet,Stayed
66,0,3054.42,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
63,1,7412.65,One Year,Offer B,No,Yes,No,Stayed
71,0,6579.37,Two Year,None,Yes,Yes,Yes,Stayed
15,3,516.95,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
1,0,102.45,Month-to-Month,Offer E,No,No,No,Churned
10,0,327.25,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
15,0,983.65,Two Year,None,No Internet,No Internet,No Internet,Stayed
53,1,6189.54,One Year,None,Yes,Yes,Yes,Stayed
14,0,722.75,Month-to-Month,Offer D,No,No,Yes,Churned
35,1,1348.95,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
15,0,1398.45,Month-to-Month,None,No,No,No,Churned
43,0,4379.69,One Year,Offer B,No,No,No,Stayed
72,1,11033.9,Two Year,Offer A,Yes,Yes,Yes,Stayed
55,0,7994.05,Month-to-Month,None,Yes,Yes,Yes,Stayed
66,0,7643.51,One Year,None,No,No,Yes,Stayed
23,0,3010.51,Month-to-Month,Offer D,No,No,No,Churned
40,5,4310.7,Month-to-Month,None,No,No,No,Stayed
42,1,5702.89,Month-to-Month,Offer B,No,Yes,Yes,Churned
15,0,1267.3,Month-to-Month,None,No,No,No,Churned
22,0,872.62,One Year,None,No Internet,No Internet,No Internet,Stayed
56,7,5939.11,Month-to-Month,Offer B,No,Yes,No,Stayed
72,0,10003.07,Two Year,None,Yes,Yes,Yes,Stayed
62,4,4445.86,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
71,1,11340.82,Two Year,Offer A,Yes,Yes,Yes,Stayed
39,4,4218.96,Month-to-Month,Offer C,No,No,Yes,Stayed
50,0,6395.3,One Year,None,Yes,No,Yes,Stayed
55,0,7056.6,One Year,None,Yes,No,Yes,Stayed
40,1,1716.45,One Year,Offer B,Yes,No,Yes,Churned
6,0,702.33,Month-to-Month,Offer E,No,Yes,Yes,Stayed
72,6,5775.24,Two Year,Offer A,Yes,No,Yes,Stayed
69,7,4175.5,Two Year,None,Yes,Yes,Yes,Stayed
63,1,9330.46,Two Year,None,Yes,No,Yes,Stayed
1,0,106.63,Month-to-Month,None,No,No,No,Churned
66,0,3825.67,One Year,Offer A,No Internet,No Internet,No Internet,Stayed
63,4,1917.81,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
12,8,712.85,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
62,8,2345.55,Two Year,Offer B,Yes,Yes,No,Stayed
10,5,761.2,Month-to-Month,Offer D,No,No,Yes,Stayed
49,0,6177.21,Two Year,Offer B,Yes,Yes,Yes,Stayed
22,0,1031.4,One Year,None,No,No,Yes,Stayed
62,5,5457.89,One Year,Offer B,Yes,No,Yes,Stayed
1,0,88.75,Month-to-Month,Offer E,No,No,No,Churned
6,1,336.5,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
54,0,5935.12,Two Year,None,No,No,No,Stayed
1,0,102.13,Month-to-Month,None,No,No,No,Churned
9,0,878.69,Month-to-Month,Offer E,No,No,No,Churned
33,0,3885.8,Two Year,Offer C,No,No,Yes,Stayed
64,0,6553.51,Two Year,Offer B,No,Yes,Yes,Stayed
1,0,76.88,Month-to-Month,None,No,No,No,Churned
27,0,3128.84,Month-to-Month,None,No,No,No,Churned
16,0,1950.29,Month-to-Month,None,Yes,No,No,Churned
65,0,7681.1,Two Year,Offer B,No,No,Yes,Stayed
71,0,7458.86,One Year,Offer A,Yes,Yes,No,Stayed
10,0,855.95,Month-to-Month,None,No,No,No,Churned
13,0,446.1,Month-to-Month,Offer D,No,No,No,Churned
24,9,985.05,Two Year,Offer C,No Internet,No Internet,No Internet,Stayed
67,5,2545.7,Two Year,None,Yes,Yes,No,Stayed
14,0,419.7,Month-to-Month,Offer D,No,No,No,Stayed
24,3,828.2,Two Year,None,No,Yes,Yes,Stayed
70,0,9311.79,Two Year,None,Yes,No,Yes,Stayed
1,0,46.67,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
9,3,388.26,One Year,None,No Internet,No Internet,No Internet,Stayed
10,0,382.95,One Year,None,No Internet,No Internet,No Internet,Stayed
65,5,8957.33,One Year,Offer B,Yes,No,Yes,Churned
1,0,60.38,Month-to-Month,Offer E,No,No,No,Churned
30,0,2629.3,One Year,Offer C,Yes,No,Yes,Stayed
13,0,1005.54,Month-to-Month,Offer D,No,No,No,Stayed
4,0,456.63,Month-to-Month,None,No,No,No,Churned
11,0,723.34,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
62,3,9537.56,Two Year,Offer B,Yes,Yes,Yes,Stayed
2,0,244.04,Month-to-Month,None,No,No,No,Churned
9,0,951.42,Month-to-Month,Offer E,No,No,Yes,Stayed
71,0,10811.61,Two Year,Offer A,No,No,Yes,Stayed
58,7,6011.12,One Year,Offer B,No,No,Yes,Stayed
72,0,3886.48,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
10,0,419.3,Month-to-Month,Offer D,No,No,No,Stayed
19,0,1857.58,Month-to-Month,Offer D,No,No,No,Stayed
59,1,5482.36,One Year,None,No,Yes,Yes,Stayed
54,0,5374.78,Month-to-Month,Offer B,Yes,Yes,No,Stayed
4,0,522.54,Month-to-Month,Offer E,No,No,No,Churned
42,9,2520.66,Two Year,None,No Internet,No Internet,No Internet,Stayed
48,10,6047.01,Two Year,None,Yes,Yes,Yes,Stayed
43,0,2977.85,Month-to-Month,None,Yes,No,No,Stayed
68,2,8962.18,Two Year,None,Yes,Yes,Yes,Stayed
12,0,1152.71,Month-to-Month,Offer D,Yes,No,No,Stayed
38,5,2193.2,Two Year,None,Yes,Yes,No,Stayed
14,8,1649.79,Two Year,None,No,No,No,Stayed
72,10,8651.83,Two Year,None,No,No,Yes,Stayed
11,1,565.35,Month-to-Month,None,Yes,No,No,Stayed
17,0,1566.94,One Year,None,Yes,No,No,Stayed
10,0,449.3,Month-to-Month,Offer D,Yes,No,Yes,Stayed
4,0,425.47,Month-to-Month,Offer E,No,No,No,Churned
39,1,5581.55,Month-to-Month,None,No,No,Yes,Churned
23,0,2888.76,Month-to-Month,None,No,No,Yes,Churned
9,1,1239.31,Month-to-Month,None,No,Yes,No,Stayed
4,1,433.82,Month-to-Month,None,No,No,No,Stayed
36,4,5258.15,Month-to-Month,None,Yes,No,Yes,Stayed
6,0,255.6,One Year,None,No,Yes,No,Stayed
72,7,6161.78,Two Year,None,Yes,Yes,Yes,Stayed
7,0,886.94,Month-to-Month,None,Yes,No,No,Churned
56,10,3071.38,Two Year,None,No Internet,No Internet,No Internet,Stayed
6,0,758.44,Month-to-Month,None,No,No,No,Stayed
49,0,6953.23,One Year,Offer B,Yes,Yes,Yes,Stayed
15,0,363.95,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
23,9,494.79,Two Year,Offer D,No Internet,No Internet,No Internet,Stayed
54,0,6420.67,Two Year,None,Yes,Yes,Yes,Stayed
71,4,6366.73,Two Year,Offer A,Yes,Yes,Yes,Stayed
34,0,1970.46,Month-to-Month,None,No,No,No,Stayed
42,1,1600.15,Two Year,None,No Internet,No Internet,No Internet,Stayed
8,1,232.44,Two Year,Offer E,No Internet,No Internet,No Internet,Stayed
39,0,3069.76,Month-to-Month,Offer C,No,No,No,Stayed
1,0,110.0,Month-to-Month,Offer E,No,No,No,Churned
50,0,5877.95,One Year,Offer B,No,Yes,No,Stayed
72,7,8928.18,Two Year,Offer A,No,No,No,Stayed
24,1,2173.37,Month-to-Month,None,No,No,No,Churned
11,0,425.1,Month-to-Month,None,No,Yes,No,Stayed
7,0,795.22,Month-to-Month,None,No,No,No,Stayed
7,0,752.89,Month-to-Month,None,No,No,No,Stayed
59,1,1431.73,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
66,4,3708.4,Two Year,None,No,No,Yes,Stayed
72,7,3201.33,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
33,10,4525.32,One Year,None,Yes,Yes,No,Stayed
66,1,6697.3,Two Year,None,No,No,Yes,Churned
11,0,1408.67,Month-to-Month,None,No,No,Yes,Churned
69,10,3992.65,Two Year,Offer A,Yes,No,No,Stayed
24,8,1182.39,Two Year,None,No Internet,No Internet,No Internet,Stayed
31,0,1500.31,Two Year,None,No Internet,No Internet,No Internet,Stayed
70,7,8711.95,Two Year,Offer A,Yes,Yes,Yes,Stayed
46,0,4880.68,Month-to-Month,None,Yes,No,No,Churned
68,8,4109.0,Two Year,None,No,Yes,Yes,Stayed
28,0,3473.39,Month-to-Month,Offer C,No,No,No,Churned
12,0,1272.71,Month-to-Month,None,No,Yes,No,Churned
2,0,169.67,Month-to-Month,None,No,No,No,Churned
62,0,5358.4,One Year,None,Yes,Yes,Yes,Stayed
6,4,565.38,Month-to-Month,None,No,No,No,Churned
4,8,257.97,One Year,None,No Internet,No Internet,No Internet,Stayed
53,0,5114.23,Month-to-Month,None,Yes,No,Yes,Stayed
32,0,3882.64,Two Year,Offer C,No,No,No,Stayed
41,0,2155.1,One Year,None,No,No,Yes,Stayed
52,0,2195.55,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
24,1,640.78,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
72,2,6812.79,Two Year,Offer A,Yes,Yes,Yes,Stayed
14,8,1273.83,Month-to-Month,Offer D,No,Yes,No,Stayed
67,0,9322.37,One Year,None,Yes,Yes,Yes,Churned
21,7,2011.62,One Year,None,Yes,Yes,Yes,Stayed
71,6,8617.49,Two Year,None,Yes,Yes,Yes,Stayed
25,1,2061.4,Month-to-Month,None,No,No,No,Stayed
23,0,844.58,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
72,1,4732.35,Two Year,Offer A,Yes,Yes,Yes,Stayed
12,8,766.11,Month-to-Month,Offer D,Yes,No,No,Stayed
22,0,903.6,One Year,Offer D,No,No,Yes,Churned
70,2,5807.33,Two Year,None,Yes,Yes,Yes,Stayed
72,1,9900.53,Two Year,None,Yes,Yes,Yes,Stayed
70,1,2997.45,Two Year,None,No Internet,No Internet,No Internet,Stayed
16,0,916.15,Two Year,None,Yes,Yes,Yes,Stayed
22,1,2748.65,Month-to-Month,None,No,No,No,Stayed
5,1,492.22,Month-to-Month,None,Yes,No,Yes,Stayed
69,5,10798.1,One Year,Offer A,No,Yes,Yes,Stayed
42,3,965.43,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
42,1,4832.85,Two Year,None,No,Yes,Yes,Stayed
5,0,421.55,Month-to-Month,Offer E,Yes,Yes,No,Stayed
72,6,7164.15,Two Year,None,Yes,Yes,No,Stayed
39,0,2952.4,Two Year,None,No Internet,No Internet,No Internet,Stayed
21,0,1413.96,One Year,None,Yes,Yes,Yes,Stayed
35,4,3005.95,Month-to-Month,None,Yes,No,Yes,Stayed
35,0,2667.25,Two Year,Offer C,Yes,Yes,Yes,Stayed
12,0,1348.85,Two Year,None,No,No,No,Stayed
27,0,2333.62,Month-to-Month,None,Yes,No,No,Stayed
72,3,3109.78,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
58,7,2536.02,One Year,None,Yes,No,No,Stayed
10,0,868.65,Month-to-Month,Offer D,No,No,No,Churned
64,5,6575.85,One Year,Offer B,Yes,No,Yes,Stayed
71,8,2291.18,Two Year,None,No Internet,No Internet,No Internet,Stayed
10,0,953.85,Month-to-Month,Offer D,No,No,No,Stayed
4,0,356.55,Month-to-Month,Offer E,No,No,No,Churned
71,0,8487.64,One Year,Offer A,No,No,No,Stayed
66,9,4550.54,Two Year,Offer A,Yes,No,No,Stayed
69,0,1894.77,Two Year,None,No Internet,No Internet,No Internet,Stayed
43,0,2352.75,Two Year,None,No Internet,No Internet,No Internet,Stayed
72,1,2827.29,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
61,0,2916.86,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
7,0,509.82,Month-to-Month,None,No,No,No,Stayed
70,1,2692.75,Two Year,None,Yes,Yes,Yes,Stayed
5,0,422.4,One Year,Offer E,No,No,No,Stayed
16,0,2047.76,Month-to-Month,None,No,No,No,Churned
17,0,963.89,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
51,3,2916.88,One Year,None,No Internet,No Internet,No Internet,Stayed
5,0,527.8,Two Year,None,Yes,Yes,No,Stayed
14,1,1226.6,Month-to-Month,Offer D,Yes,No,No,Churned
3,0,382.77,Month-to-Month,None,No,No,No,Churned
64,10,4492.33,One Year,Offer B,No,No,No,Stayed
7,8,246.6,Month-to-Month,None,Yes,Yes,No,Stayed
1,0,25.2,Month-to-Month,None,No,No,No,Churned
60,1,7169.5,Two Year,None,Yes,Yes,Yes,Stayed
2,0,47.5,Month-to-Month,None,No,No,No,Churned
20,0,1825.35,Month-to-Month,None,No,Yes,No,Stayed
72,2,11868.34,Two Year,Offer A,Yes,Yes,Yes,Stayed
72,1,8946.38,Two Year,None,Yes,Yes,Yes,Stayed
4,0,484.33,Month-to-Month,None,No,Yes,Yes,Stayed
33,1,3977.83,One Year,None,Yes,Yes,Yes,Churned
56,1,7512.43,One Year,Offer B,Yes,No,Yes,Stayed
9,0,964.29,Month-to-Month,Offer E,No,No,No,Stayed
12,0,1772.0,One Year,Offer D,No,No,Yes,Stayed
51,0,5907.29,Month-to-Month,Offer B,No,No,Yes,Churned
33,3,856.73,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
1,0,74.15,Month-to-Month,Offer E,No,No,Yes,Churned
70,0,4158.76,Two Year,None,No Internet,No Internet,No Internet,Stayed
32,1,3992.8,Month-to-Month,None,No,No,No,Churned
39,0,1700.9,One Year,Offer C,Yes,Yes,No,Stayed
45,7,2043.75,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
19,0,1158.2,Month-to-Month,Offer D,No,Yes,Yes,Churned
30,0,2718.2,One Year,None,No,Yes,No,Stayed
7,0,232.98,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
59,0,5272.21,Two Year,None,Yes,Yes,Yes,Stayed
1,0,33.47,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
72,1,11311.06,Two Year,None,No,Yes,Yes,Stayed
67,5,5320.57,Two Year,Offer A,Yes,No,No,Stayed
47,10,4187.23,Two Year,Offer B,No,No,Yes,Stayed
4,0,410.2,Month-to-Month,None,No,Yes,No,Stayed
24,0,3465.61,Month-to-Month,None,No,No,Yes,Stayed
9,0,463.6,One Year,None,Yes,Yes,Yes,Stayed
7,2,390.97,Two Year,Offer E,No Internet,No Internet,No Internet,Stayed
65,0,3921.1,Two Year,None,Yes,Yes,Yes,Stayed
14,0,427.96,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
35,5,1930.9,One Year,None,Yes,No,Yes,Stayed
26,0,1023.75,One Year,None,No,No,No,Stayed
7,0,745.42,Month-to-Month,None,No,No,Yes,Stayed
43,1,5269.02,One Year,None,No,Yes,Yes,Churned
37,0,2057.44,One Year,None,No Internet,No Internet,No Internet,Stayed
23,0,947.4,One Year,None,Yes,Yes,No,Stayed
50,8,4068.2,Month-to-Month,Offer B,No,No,No,Stayed
1,0,25.73,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
27,0,3892.53,One Year,Offer C,No,Yes,No,Stayed
58,0,6754.34,One Year,None,Yes,Yes,Yes,Stayed
12,5,856.75,One Year,None,No Internet,No Internet,No Internet,Stayed
72,10,6821.29,Two Year,None,Yes,Yes,Yes,Stayed
14,0,1601.15,Month-to-Month,None,No,No,No,Churned
10,0,1083.1,Month-to-Month,None,No,No,Yes,Churned
72,8,5204.47,Two Year,None,Yes,Yes,Yes,Stayed
9,0,732.81,Month-to-Month,Offer E,No,No,No,Stayed
45,0,5301.25,Two Year,Offer B,Yes,Yes,Yes,Stayed
64,4,2171.57,Two Year,None,No Internet,No Internet,No Internet,Stayed
2,0,90.35,Month-to-Month,Offer E,No,No,Yes,Churned
64,5,5969.38,One Year,None,Yes,No,Yes,Stayed
39,0,1597.05,Month-to-Month,None,No,Yes,Yes,Stayed
7,0,965.13,Month-to-Month,Offer E,No,No,Yes,Churned
58,0,3663.81,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
4,0,369.04,Month-to-Month,None,No,No,No,Churned
3,0,218.98,Month-to-Month,Offer E,No,No,No,Churned
1,0,88.37,Month-to-Month,None,No,No,No,Churned
72,0,9811.57,Two Year,None,Yes,Yes,No,Stayed
43,8,5882.15,Month-to-Month,Offer B,No,No,No,Churned
1,0,104.11,Month-to-Month,Offer E,No,No,No,Churned
68,1,10211.03,One Year,None,No,Yes,No,Stayed
38,9,4877.06,Month-to-Month,None,No,No,Yes,Stayed
55,3,1253.95,Two Year,None,No Internet,No Internet,No Internet,Stayed
1,0,89.19,Month-to-Month,None,No,No,No,Churned
8,1,996.95,Month-to-Month,None,No,No,No,Churned
33,0,2292.04,One Year,None,Yes,Yes,No,Stayed
57,1,7456.79,Month-to-Month,None,No,No,No,Stayed
42,1,4812.84,Month-to-Month,None,No,No,No,Churned
15,3,852.8,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
8,0,301.53,Two Year,Offer E,No Internet,No Internet,No Internet,Stayed
4,0,383.91,Month-to-Month,Offer E,Yes,No,Yes,Stayed
62,0,5568.3,Two Year,None,No,Yes,Yes,Stayed
25,0,2580.5,Month-to-Month,None,No,No,No,Churned
68,8,3583.07,One Year,None,No Internet,No Internet,No Internet,Stayed
34,2,4285.06,Month-to-Month,Offer C,No,No,Yes,Churned
72,0,6795.71,Two Year,Offer A,Yes,Yes,No,Stayed
21,0,1963.17,Month-to-Month,None,No,No,Yes,Churned
55,9,5100.19,Month-to-Month,Offer B,Yes,No,No,Stayed
42,10,3758.44,Month-to-Month,Offer B,Yes,No,No,Stayed
67,8,8837.62,One Year,Offer A,Yes,No,No,Stayed
41,0,2131.57,Two Year,None,No Internet,No Internet,No Internet,Stayed
26,0,3505.37,Month-to-Month,Offer C,Yes,No,No,Stayed
4,7,290.62,Month-to-Month,Offer E,No,No,Yes,Stayed
66,0,4136.4,Two Year,None,Yes,Yes,Yes,Stayed
15,1,838.1,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
63,0,8358.42,One Year,Offer B,No,Yes,Yes,Stayed
59,10,5151.54,One Year,None,Yes,No,Yes,Stayed
25,0,1423.15,One Year,Offer C,No,Yes,Yes,Stayed
4,0,183.56,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
2,0,200.82,Month-to-Month,None,No,No,No,Churned
69,0,9594.77,Two Year,None,Yes,Yes,Yes,Stayed
5,0,472.7,Month-to-Month,None,No,No,No,Churned
66,0,6019.78,Two Year,Offer A,No,Yes,Yes,Stayed
6,1,639.01,Month-to-Month,None,No,No,No,Churned
28,1,2937.47,One Year,None,No,No,No,Stayed
57,8,7177.7,Month-to-Month,None,No,Yes,Yes,Stayed
22,0,2544.36,Month-to-Month,Offer D,Yes,No,No,Churned
49,0,2461.87,One Year,None,No Internet,No Internet,No Internet,Stayed
65,8,6869.8,One Year,Offer B,No,Yes,Yes,Stayed
2,0,273.52,Month-to-Month,None,Yes,No,No,Churned
42,0,4224.74,Two Year,Offer B,No,Yes,Yes,Stayed
61,0,4158.31,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
26,1,3004.0,Month-to-Month,Offer C,No,No,No,Churned
10,0,389.6,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
67,0,2864.53,Two Year,None,No Internet,No Internet,No Internet,Stayed
10,5,1423.7,Month-to-Month,None,No,Yes,No,Churned
4,0,488.66,Month-to-Month,None,No,No,No,Churned
66,0,8373.29,Month-to-Month,None,No,No,No,Churned
2,1,124.89,Month-to-Month,None,Yes,No,No,Churned
37,5,2515.01,Two Year,None,No Internet,No Internet,No Internet,Stayed
35,0,1434.6,Two Year,None,No,No,Yes,Stayed
72,0,9816.2,Two Year,Offer A,Yes,Yes,Yes,Stayed
8,0,456.58,Month-to-Month,None,No,No,No,Stayed
19,0,2029.71,Month-to-Month,None,No,No,No,Stayed
20,0,938.55,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
38,0,2633.63,One Year,None,No Internet,No Internet,No Internet,Stayed
57,0,2216.68,Two Year,None,No Internet,No Internet,No Internet,Stayed
38,1,4598.17,Two Year,None,No,Yes,Yes,Stayed
67,10,7643.52,Two Year,None,Yes,Yes,No,Stayed
22,0,2069.57,Month-to-Month,None,Yes,Yes,No,Stayed
57,0,6191.88,Month-to-Month,Offer B,Yes,No,No,Stayed
72,8,6526.52,Two Year,Offer A,Yes,Yes,Yes,Stayed
70,0,8571.1,One Year,None,Yes,Yes,Yes,Stayed
1,0,113.53,Month-to-Month,None,No,No,No,Churned
13,0,1212.1,Month-to-Month,Offer D,Yes,Yes,No,Stayed
62,3,9679.97,Two Year,None,Yes,Yes,Yes,Stayed
5,0,512.25,Month-to-Month,Offer E,No,Yes,No,Churned
5,0,468.75,Month-to-Month,None,No,No,No,Churned
31,0,3429.98,Month-to-Month,None,No,No,No,Stayed
18,0,2109.87,Month-to-Month,None,No,No,No,Stayed
64,0,8574.34,Two Year,None,Yes,Yes,Yes,Stayed
42,0,3555.75,Month-to-Month,None,No,No,Yes,Stayed
30,0,3036.35,One Year,Offer C,Yes,No,Yes,Stayed
19,0,1588.51,Month-to-Month,Offer D,No,No,No,Churned
65,7,4972.5,Month-to-Month,None,Yes,No,Yes,Stayed
18,0,1098.99,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
13,0,1401.96,Month-to-Month,Offer D,Yes,No,No,Churned
41,0,2342.81,One Year,None,No Internet,No Internet,No Internet,Stayed
54,9,4489.53,Two Year,None,No,No,Yes,Stayed
32,0,1884.46,One Year,None,No Internet,No Internet,No Internet,Stayed
72,8,10318.63,Two Year,None,Yes,Yes,Yes,Stayed
59,10,2254.1,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
25,0,1185.85,Two Year,Offer C,No Internet,No Internet,No Internet,Churned
15,1,2024.3,Month-to-Month,None,No,No,No,Churned
14,0,1288.31,Month-to-Month,Offer D,No,No,Yes,Churned
52,6,3920.37,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
61,0,8499.2,Month-to-Month,Offer B,Yes,No,Yes,Stayed
54,1,2869.28,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
8,0,770.6,Month-to-Month,None,No,No,No,Stayed
14,0,1135.96,Month-to-Month,Offer D,No,Yes,No,Stayed
72,0,3208.16,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
35,0,4928.85,Month-to-Month,Offer C,Yes,Yes,Yes,Stayed
66,4,4770.82,Month-to-Month,None,No,Yes,No,Stayed
48,7,5283.86,One Year,Offer B,No,No,Yes,Stayed
48,6,5711.25,Two Year,None,Yes,Yes,Yes,Stayed
21,1,2055.58,One Year,Offer D,Yes,Yes,No,Churned
67,3,8755.92,One Year,None,No,Yes,Yes,Stayed
7,4,584.28,One Year,Offer E,Yes,No,No,Churned
17,0,2206.86,Month-to-Month,Offer D,No,No,Yes,Stayed
40,1,5310.03,One Year,Offer B,No,No,Yes,Stayed
24,0,2836.33,Month-to-Month,None,No,No,Yes,Churned
69,8,9619.63,One Year,Offer A,Yes,Yes,Yes,Stayed
72,7,6538.37,Two Year,None,Yes,Yes,No,Stayed
36,0,2827.7,One Year,None,Yes,No,No,Stayed
47,1,2768.65,Two Year,None,Yes,No,Yes,Stayed
16,0,691.54,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
17,0,1163.98,One Year,None,No Internet,No Internet,No Internet,Stayed
38,9,1765.97,Two Year,None,No Internet,No Internet,No Internet,Stayed
1,0,121.4,Month-to-Month,None,No,No,No,Churned
72,0,8295.69,Two Year,None,Yes,Yes,Yes,Churned
50,0,1782.4,Month-to-Month,Offer B,Yes,No,No,Stayed
8,0,635.15,Month-to-Month,Offer E,No,No,No,Stayed
67,0,5442.96,Two Year,Offer A,No,Yes,No,Stayed
38,1,2422.86,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
70,1,4594.46,Two Year,Offer A,Yes,Yes,Yes,Stayed
41,0,4464.93,Month-to-Month,Offer B,Yes,Yes,Yes,Stayed
59,1,9275.1,Two Year,Offer B,Yes,Yes,No,Stayed
64,0,1900.67,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
3,0,307.64,Month-to-Month,Offer E,No,No,No,Churned
22,5,884.74,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
70,0,6394.03,One Year,None,Yes,Yes,No,Stayed
43,0,5693.76,One Year,None,No,No,No,Stayed
5,0,455.45,Month-to-Month,Offer E,No,No,No,Churned
